,States,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
25,Missouri,0.04585230983048676,0.04601024058307372,0.04616871530220686,0.04632773586148964,0.04648730414097881,0.0466474220272067,0.04680809141320349,0.04696931419851957,0.04713109228924803,0.04729342759804719,0.047456322044163196,0.04761977755345274,0.04778379605840579,0.047948379498168485,0.048113529818566,0.04827924897212562,0.048445538918099766,0.04861240162248919,0.04877983905806621,0.04894785320439803,0.04911644604787017,0.04928561958170989,0.04945537580600983,0.0496257167277516,0.04979664436082954,0.04996816072607451,0.0501402678512778,0.05031296777121508,0.05048626252767048,0.05066015416946072,0.050834644752459336,0.05100973633962097,0.05118543100100579,0.05136173081380393,0.05153863786236007,0.05171615423819809,0.051894282040045744,0.052073023373859544,0.052252380352849605,0.05243235509750465,0.05261294973561709,0.05279416640230814,0.05297600724005312,0.05315847439870674,0.05334157003552852
26,Montana,0.04269243000252676,0.04280319682353891,0.042914251032470575,0.04302559337495853,0.043137224598574136,0.04324914545282836,0.04336135668917678,0.04347385906102467,0.043586653323732016,0.04369974023461863,0.043813120552969195,0.04392679504003839,0.044040764459055984,0.04415502957523199,0.04426959115576176,0.04438444996983117,0.04449960678862177,0.04461506238531596,0.044730817535102184,0.044846873015180144,0.04496322960476601,0.04507988808509764,0.04519684923943986,0.045314113853089685,0.045431682713381605,0.04554955660969288,0.045667736333448825,0.04578622267812815,0.04590501643926826,0.0460241184144706,0.04614352940340602,0.04626325020782014,0.04638328163153874,0.046503624480473155,0.04662427956262566,0.04674524768809494,0.04686652966908149,0.04698812631989309,0.04711003845695027,0.04723226689879178,0.0473548124660801,0.04747767598160695,0.0476008582702988,0.04772436015922241,0.04784818247759041
27,Nebraska,0.059094539508484395,0.059859430173310454,0.060634221206833934,0.06141904075455961,0.06221401862064467,0.0630192862893675,0.06383497694687432,0.06466122550320735,0.0654981686146181,0.06634594470616936,0.06720469399462992,0.06807455851166544,0.06895568212732966,0.06984821057385958,0.07075229146977856,0.0716680743443116,0.07259571066211647,0.07353535384833496,0.0744871593139685,0.0754512844815821,0.07642788881134106,0.07741713382738465,0.07841918314454117,0.07943420249538886,0.08046235975766693,0.08150382498204149,0.08255877042023092,0.08362737055349512,0.08470980212149362,0.08580624415151723,0.086916877988098,0.0880418873230024,0.08918145822561285,0.09033577917370236,0.09150504108460757,0.09268943734680524,0.09388916385189751,0.09510441902701111,0.09633540386761594,0.09758232197076841,0.09884537956878515,0.10012478556335251,0.10142075156007754,0.10273349190348624,0.10406322371247476
28,Nevada,0.04801308489311114,0.04819581073345396,0.048379231982825455,0.048563351287779145,0.048748171304940684,0.04893369470104617,0.04911992415298066,0.04930686234781673,0.04949451198285331,0.04968287576565458,0.04987195641408902,0.05006175665636865,0.050252279231088395,0.05044352688726556,0.050635502384379555,0.05082820849241167,0.05102164799188504,0.051215823673904814,0.05141073834019835,0.051606394803155715,0.051802795885870216,0.05199994442217915,0.0521978432567047,0.05239649524489496,0.052595903253065165,0.05279607015843902,0.05299699884919023,0.053198692224484166,0.053401153194519706,0.05360438468057122,0.05380838961503072,0.05401317094145016,0.05421873161458394,0.0544250746004315,0.05463220287628014,0.05484011943074799,0.055048827263827094,0.05525832938692673,0.055468628822916845,0.05567972860617168,0.05589163178261354,0.056104341409756765,0.05631786055675182,0.05653219230442961,0.05674733974534589
29,New Hampshire,0.05481026322592372,0.05545049963263817,0.056098214614209906,0.05675349552756101,0.05741643075002614,0.05808710969127193,0.05876562280535562,0.05945206160292451,0.06014651866355799,0.06084908764825366,0.06155986331205935,0.06227894151685265,0.06300641924426977,0.06374239460878536,0.06448696687094521,0.0652402364507534,0.06600230494121588,0.06677327512204233,0.0675532509735079,0.06834233769047703,0.069140641696591,0.06994827065862122,0.0707653335009902,0.07159194042046207,0.07242820290100481,0.07327423372882598,0.07413014700758414,0.07499605817377794,0.075872084012315,0.07675834267226259,0.07765495368278227,0.07856203796925083,0.07947971786956934,0.0804081171506628,0.08134736102517252,0.08229757616834349,0.08325889073510893,0.08423143437737454,0.08521533826150454,0.08621073508601199,0.08721775909945576,0.08823654611854657,0.0892672335464645,0.09030996039139044,0.09136486728525409
30,New Jersey,0.06031628167249796,0.06069318220366784,0.06107243788682085,0.06145406343868039,0.06183807366793076,0.06222448347579185,0.06261330785659731,0.06300456189837647,0.06339826078343973,0.06379441978896776,0.06419305428760429,0.06459417974805266,0.06499781173567608,0.06540396591310155,0.06581265804082773,0.06622390397783647,0.06663771968220822,0.06705412121174126,0.06747312472457481,0.06789474647981605,0.06831900283817104,0.06874591026257952,0.06917548531885387,0.06960774467632183,0.07004270510847337,0.07048038349361155,0.07092079681550754,0.07136396216405959,0.07180989673595621,0.07225861783534349,0.07271014287449656,0.07316448937449527,0.07362167496590406,0.07408171738945614,0.07454463449674185,0.07501044425090143,0.07547916472732205,0.07595081411433918,0.07642541071394243,0.07690297294248569,0.07738351933140179,0.07786706852792162,0.07835363929579767,0.07884325051603217,0.07933592118760975
31,New Mexico,0.04262293044180854,0.042727583257257694,0.04283249302856765,0.04293766038664656,0.04304308596395165,0.04314877039449304,0.04325471431383753,0.04336091835911246,0.043467383169009506,0.043574109383788535,0.04368109764528146,0.04378834859689609,0.04389586288362001,0.04400364115202445,0.04411168405026818,0.04421999222810139,0.04432856633686964,0.04443740702951774,0.044546514960593676,0.04465589078625257,0.04476553516426059,0.044875448753998966,0.04498563221646788,0.045096086214290516,0.04520681141171697,0.04531780847462832,0.04542907807054056,0.04554062086860867,0.0456524375396306,0.045764528756051345,0.04587689519196695,0.04598953752312858,0.04610245642694658,0.04621565258249457,0.04632912667051349,0.04644287937341573,0.04655691137528921,0.04667122336190151,0.046785816020703974,0.04690069004083588,0.047015846113128534,0.04713128493010947,0.0472470071860066,0.04736301357675237,0.04747930479998797
32,New York,0.07147149748887459,0.07221967770189235,0.07297569003891503,0.07373961648843334,0.07451153989721251,0.07529154397927691,0.07607971332498874,0.07687613341022174,0.07768089060563092,0.07849407218601934,0.07931576633980293,0.08014606217857444,0.0809850497467674,0.0818328200314214,0.0826894649720494,0.0835550774706086,0.08442975140157535,0.08531358162212585,0.08620666398242319,0.0871090953360122,0.08802097355032311,0.08894239751728507,0.08987346716405091,0.09081428346383406,0.09176494844685898,0.09272556521142616,0.09369623793509305,0.0946770718859719,0.09566817343414598,0.09666965006320528,0.09768161038190294,0.0987041641359337,0.09973742221983573,0.10078149668901687,0.10183650077190703,0.10290254888223757,0.1039797566314493,0.10506824084123044,0.10616811955618571,0.10727951205663816,0.10840253887156491,0.10953732179166838,0.1106839838825843,0.11184264949822802,0.11301344429428052
33,North Carolina,0.0475607073234813,0.047952618009657416,0.04834775812606245,0.04874615428391159,0.049147833313702274,0.04955282226702116,0.049961148418365915,0.05037283926698207,0.05078792253871499,0.05120642618787709,0.05162837839913047,0.05205380758938505,0.052482742409712325,0.05291521174727493,0.05335124472727207,0.05379087071490098,0.05423411931733461,0.05468102038571549,0.05513160401716615,0.05558590055681602,0.05604394059984506,0.05650575499354427,0.05697137483939308,0.05744083149515396,0.05791415657698423,0.058391381961565327,0.058872539788249516,0.05935766246122441,0.05984678265169525,0.06033993330008519,0.06083714761825372,0.06133845909173335,0.06184390148198474,0.062353508828670405,0.06286731545194718,0.06338535595477753,0.06390766522525992,0.06443427843897846,0.06496523106137178,0.06550055885012152,0.06604029785756046,0.0665844844331006,0.06713315522568102,0.06768634718623613,0.0682440975701842
34,North Dakota,0.07021767311653504,0.06957204498324387,0.06893235318574961,0.06829854314142043,0.06767056076949364,0.06704835248646117,0.06643186520149745,0.06582104631192941,0.06521584369874803,0.06461620572216124,0.06402208121718768,0.06343341948929093,0.062850170310054,0.06227228391289343,0.06169971098881299,0.061132402682196205,0.06057031058663777,0.06001338674081314,0.0594615836243862,0.058914854153954505,0.058373151679031815,0.0578364299780676,0.0573046432545031,0.05677774613286366,0.05625569365488702,0.05573844127568718,0.05522594485995353,0.054718160678184954,0.05421504540295855,0.053716556105232655,0.05322265025068384,0.052733285696077624,0.05224842068567255,0.05176801384765731,0.05129202419062061,0.05082041110005356,0.05035313433488415,0.049890154024043634,0.049431430663064484,0.048976925110709585,0.048526598585632484,0.0480804126630683,0.047638329271555056,0.04720031068968522,0.04676631954288704
35,Ohio,0.05019149296438054,0.0508030716144463,0.05142210229319512,0.052048675802899916,0.052682884052250814,0.053324820069836736,0.053974578017791264,0.054632253205604775,0.05529794210410488,0.05597174235960721,0.05665375280823861,0.0573440734904349,0.058042805665615274,0.05875005182703545,0.05946591571682192,0.06019050234118927,0.060923917985843,0.061666270231569995,0.06241766797001898,0.06317822141967323,0.06394804214201795,0.0647272430579046,0.06551593846411466,0.06631424405012522,0.06712227691507881,0.06794015558496011,0.06876800002998179,0.06960593168218239,0.07045407345323847,0.07131254975249388,0.0721814865052087,0.07306101117103052,0.07395125276269084,0.07485234186492923,0.0757644106536481,0.07668759291530086,0.07762202406651639,0.07856784117396248,0.07952518297445152,0.08049418989529093,0.08147500407488178,0.08246776938356826,0.08347263144474124,0.08448973765619902,0.0855192372117683
36,Oklahoma,0.049161698287790816,0.049884353936019706,0.05061763230893276,0.051361689555976794,0.05211668412192781,0.05288277678063129,0.05366013066923854,0.05444891132294626,0.055249286710246766,0.05606142726869636,0.056885505941209544,0.05772169821288666,0.05857018214838295,0.059431138429826856,0.06030475039529578,0.061191204077857365,0.06209068824518468,0.06300339443975374,0.0639295170196319,0.06486925319986583,0.0658228030944779,0.06679036975907979,0.06777215923411267,0.06876838058872284,0.06977924596528239,0.0708049706245643,0.07184577299158157,0.0729018747021002,0.07397350064983584,0.07506087903434423,0.07616424140961565,0.07728382273338365,0.07841986141715854,0.07957259937699647,0.08074228208501476,0.08192915862166436,0.0831334817287709,0.08435550786335522,0.08559549725224518,0.08685371394749015,0.0881304258825902,0.08942590492955159,0.09074042695678125,0.09207427188783206,0.09342772376101173
37,Oregon,0.04843043088761401,0.049198894447320785,0.04997955150255866,0.050772595532031194,0.0515782230844401,0.05239663382719804,0.053228030595914355,0.054072619444666035,0.05493060969706631,0.05580221399814361,0.05668764836704368,0.05758713225056795,0.0585008885775614,0.059429143814163476,0.0603721280199356,0.06133007490487934,0.06230322188735933,0.06329181015294517,0.06429608471418714,0.06531629447134024,0.06635269227405191,0.06740553498402845,0.06847508353869583,0.06956160301587072,0.07066536269945753,0.07178663614618798,0.07292570125341963,0.0740828403280102,0.07525834015628473,0.07645249207511295,0.0776655920441145,0.0788979407190097,0.08014984352613444,0.08142161073813722,0.08271355755087745,0.08402600416154378,0.0853592758480121,0.08671370304946267,0.08808962144827644,0.08948737205323085,0.09090730128401574,0.09234976105709031,0.09381510887290237,0.09530370790449157,0.09681592708749849
38,Pennsylvania,0.05385265142550916,0.0544971253689594,0.055149311962628185,0.055809303506559604,0.056477193405385394,0.05715307618154392,0.057837047488657395,0.05852920412506912,0.059229644047542836,0.05993846638512587,0.06065577145317836,0.06138166076757021,0.062116237059048084,0.0628596042877742,0.06361186765803928,0.06437313363315136,0.06514350995050303,0.06592310563681873,0.06671203102358479,0.06751039776266383,0.06831831884209631,0.06913590860209094,0.06996328275120664,0.07080055838272803,0.07164785399123695,0.0725052894893823,0.07337298622485054,0.0742510669975393,0.07513965607693651,0.07603887921970752,0.07694886368749268,0.0778697382649179,0.07880163327782079,0.07974468061169487,0.08069901373035455,0.08166476769482345,0.08264207918244874,0.08363108650624433,0.08463192963446543,0.08564475021041744,0.08666969157250186,0.08770689877450209,0.08875651860611208,0.08981869961371054,0.09089359212138383
39,Rhode Island,0.0500606565288568,0.0502940684451468,0.05052856866363744,0.05076416225862698,0.05100085432807302,0.051238649993702784,0.05147755440112398,0.051717572719936135,0.05195871014384245,0.052200971890762206,0.05244436320294365,0.052688889347077446,0.05293455561441063,0.053181367320861116,0.053429329807132726,0.05367844843883074,0.05392872860657802,0.054180175726131645,0.054432795238500115,0.05468659261006106,0.054941573332679565,0.055197742923826974,0.0554551069267003,0.05571367091034215,0.05597344046976127,0.056234421226053585,0.05649661882652384,0.05676003894480781,0.05702468728099504,0.05729056956175223,0.057557691540447126,0.05782605899727303,0.05809567773937385,0.05836655360096981,0.05863869244348363,0.05891210015566742,0.05918678265373006,0.059462745881465266,0.05973999581038015,0.06001853843982448,0.06029837979712048,0.060579525937693265,0.06086198294520186,0.061145756931670854,0.06143085403762264
40,South Carolina,0.03993686526415661,0.04041113357324769,0.04089103403267205,0.0413766335267582,0.04186799973411622,0.042365201137070256,0.04286830703120298,0.0433773875350134,0.04389251359968936,0.04441375701899611,0.044941190439282255,0.04547488736960462,0.04601492219197328,0.04656137017171823,0.047114307467979274,0.0476738111443204,0.04823995917947019,0.04881283047818986,0.04939250488227029,0.049979063181659684,0.05057258712572336,0.05117315943463726,0.05178086381091678,0.05239578495108248,0.05301800855746433,0.05364762135014619,0.05428471107905207,0.05492936653617595,0.05558167756795684,0.05624173508780077,0.05690963108875153,0.05758545865631185,0.058269311981416834,0.05896128637356147,0.059661478274084044,0.06036998526960728,0.06108690610563912,0.061812340700334985,0.06254639015842353,0.06328915678529771,0.06404074410127324,0.06480125685601627,0.06557080104314261,0.06634948391499007,0.06713741399756644
41,South Dakota,0.053390745727674285,0.05353773769398066,0.05368513434911211,0.053832936807231876,0.05398114618557064,0.05412976360443497,0.05427879018721579,0.05442822706039688,0.054578075353563356,0.05472833619941027,0.05487901073375111,0.055030100095526426,0.05518160542681243,0.05533352787282961,0.05548586858195141,0.05563862870571291,0.055791809398819496,0.05594541181915565,0.05609943712779364,0.056253886489002335,0.05640876107025599,0.056564062042243075,0.056719790578875134,0.05687594785729563,0.05703253505788888,0.05718955336428896,0.05734700396338862,0.057504888045348326,0.0576632068036052,0.057821961434882045,0.05798115313919643,0.05814078311986973,0.058300852583536206,0.058461362740152165,0.05862231480300509,0.058783709988722795,0.05894554951728265,0.05910783461202078,0.05927056649964132,0.05943374641022569,0.059597375577241894,0.059761455237553836,0.05992598663143068,0.06009097100255621,0.06025640959803825
42,Tennessee,0.04666607483286965,0.04714189606058979,0.047622568903569196,0.04810814283032514,0.04859866781377067,0.04909419433635756,0.04959477339527175,0.050100456507681676,0.050611295716040235,0.05112734359344069,0.05164865324902726,0.05217527833346084,0.05270727304444049,0.05324469213228118,0.05378759090554844,0.05433602523675042,0.05489005156808807,0.05544972691726385,0.05601510888334974,0.05658625565271504,0.05716322600501464,0.05774607931923835,0.05833487557982187,0.058929675382820124,0.059530539942143475,0.06013753109585761,0.06075071131254757,0.06137014369774676,0.061995892000431416,0.06262802061958138,0.06326659461080769,0.06391167969304784,0.06456334225532921,0.06522164936360153,0.06588666876763896,0.06655846890801259,0.06723711892313398,0.0679226886563706,0.06861524866323372,0.06931487021863966,0.07002162532424508,0.070735586715857,0.07145682787091846,0.07218542301607042,0.07292144713479085
43,Texas,0.05803290128646817,0.05877659525021047,0.059529819682005304,0.06029269671518403,0.061065350048221556,0.06184790496479372,0.06264048835409171,0.06344322873139678,0.06425625625891872,0.06507970276690123,0.06591370177499792,0.0667583885139221,0.06761389994737414,0.06848037479424972,0.06935795355113274,0.07024677851507648,0.07114699380667669,0.07205874539344034,0.07298218111345389,0.07391745069935479,0.07486470580261029,0.07582410001810726,0.07679578890905725,0.07777993003222061,0.07877668296345393,0.07978620932358478,0.08080867280461818,0.08184423919627873,0.08289307641289305,0.08395535452061662,0.08503124576500949,0.08612092459896555,0.08722456771099948,0.08834235405389644,0.08947446487372869,0.09062108373924421,0.09178239657163186,0.09295859167466801,0.0941498597652495,0.09535639400431789,0.09657839002817994,0.09781604598022958,0.09906956254307629,0.10033914297108525,0.1016249931233345
44,Utah,0.04864192003071796,0.049321426511494015,0.05001042540246122,0.0507090493084641,0.051417432686779216,0.05213571187299285,0.05286402510724017,0.05360251256081094,0.05435131636312691,0.05511058062909608,0.055880451486849086,0.05666107710586303,0.0574526077254782,0.05825519568381317,0.05906899544708382,0.05989416363933193,0.06073085907256906,0.06157924277734155,0.06243947803372249,0.06331173040273659,0.06419616775822416,0.06509296031915006,0.0660022806823641,0.0669243038558191,0.06785920729225287,0.06880717092334086,0.06976837719432584,0.07074301109913128,0.07173126021596538,0.07273331474342237,0.07374936753708819,0.07477961414665746,0.07582425285356906,0.07688348470916738,0.07795751357339671,0.07904654615403615,0.08015079204648265,0.08127046377408971,0.08240577682906976,0.08355694971396772,0.08472420398371415,0.08590776428826565,0.08710785841584107,0.0883247173367617,0.0895585752479038
45,Vermont,0.04715428512788279,0.04724783496670356,0.047341570399947394,0.047435491795816846,0.04752959952324496,0.0476238939518967,0.04771837545217042,0.0478130443951993,0.04790790115285283,0.04800294609773824,0.048098179603201986,0.04819360204333121,0.048289213792955206,0.0483850152276469,0.04848100672372432,0.048577188658252064,0.04867356140904281,0.04877012535465877,0.0488668808744132,0.04896382834837187,0.049060968157354556,0.04915830068293657,0.04925582630745022,0.04935354541398633,0.04945145838639574,0.049549565609290816,0.04964786746804696,0.049746364348804126,0.04984505663846833,0.04994394472471319,0.05004302899598141,0.05014230984148635,0.05024178765121351,0.05034146281592211,0.0504413357271466,0.05054140677719817,0.05064167635916636,0.05074214486692054,0.050842812695111476,0.05094368023917291,0.05104474789532307,0.05114601606056624,0.051247485132694344,0.05134915551028847,0.05145102759272047
46,Virginia,0.05469203360813764,0.054734583758261936,0.05477716701220695,0.054819783395727316,0.05486243293459768,0.05490511565461276,0.05494783158158732,0.05499058074135624,0.05503336315977446,0.05507617886271707,0.05511902787607927,0.05516191022577642,0.05520482593774403,0.05524777503793779,0.05529075755233359,0.05533377350692753,0.05537682292773592,0.05541990584079533,0.05546302227216257,0.05550617224791474,0.0555493557941492,0.05559257293698364,0.05563582370255606,0.0556791081170248,0.05572242620656853,0.05576577799738632,0.0558091635156976,0.0558525827877422,0.05589603583978038,0.05593952269809281,0.055983043388980615,0.05602659793876539,0.056070186373789195,0.05611380872041459,0.056157465005024644,0.05620115525402296,0.056244879493833666,0.05628863775090146,0.05633243005169162,0.056376256422689994,0.05642011689040305,0.05646401148135788,0.056507940222102204,0.0565519031392044,0.05659590025925352
47,Washington,0.06282086168297812,0.06381836359266674,0.06483170435004346,0.0658611354524675,0.0669069123907023,0.0679692947123249,0.06904854608614207,0.07014493436762932,0.07125873166540901,0.07239021440878396,0.07353966341634344,0.07470736396565852,0.07589360586408411,0.07709868352068512,0.07832289601930482,0.07956654719279341,0.08082994569841509,0.08211340509445268,0.08341724391802847,0.08474178576416079,0.08608735936607587,0.08745429867679498,0.088842942952017,0.09025363683431703,0.09168673043868203,0.09314257943940454,0.09462154515835622,0.096123994654663,0.09765030081580413,0.09920084245015783,0.10077600438101628,0.10237617754209359,0.10400175907455018,0.1056531524255578,0.1073307674484296,0.10903502050434022,0.11076633456566082,0.11252513932093518,0.11431187128152247,0.11612697388993343,0.11797089762988677,0.11984410013811307,0.12174704631793398,0.1236802084546449,0.12564406633272973
48,West Virginia,0.03823622095407867,0.03830983078512661,0.03838358232492849,0.03845747584629259,0.03853151162255237,0.0386056899275675,0.038680011035724875,0.0387544752219396,0.03882908276165605,0.03890383393084886,0.03897872900602394,0.03905376826421953,0.0391289519830072,0.03920428044049287,0.03927975391531787,0.03935537268665994,0.039431137034234266,0.03950704723829455,0.03958310357963399,0.03965930633958637,0.039735655800027074,0.03981215224337412,0.03988879595258924,0.0399655872111789,0.04004252630319533,0.04011961351323763,0.04019684912645277,0.040274233428536685,0.040351766705735294,0.04042944924484559,0.040507281333216676,0.04058526325875086,0.040663395309904676,0.040741677775689995,0.040820110945675066,0.0408986951099856,0.04097743055930584,0.04105631758487962,0.04113535647851147,0.04121454753256769,0.0412938910399774,0.041373387294233684,0.0414530365893946,0.041532839220084335,0.04161279548149425
49,Wisconsin,0.050569740506403664,0.051007145432697173,0.05144833370981728,0.05189333806200328,0.05234219149654405,0.05279492730622627,0.05325157907180389,0.053712180664488865,0.05417676624846352,0.0546453702834146,0.05511802752708924,0.055594773037873045,0.0560756421773905,0.05656067061312781,0.057049894321078494,0.057543349588411806,0.05804107301616429,0.05854310152195456,0.05904947234272161,0.05956022303748675,0.06007539149013954,0.06059501591224767,0.061119134845891286,0.061647787166521736,0.062181012085845096,0.0627188491547306,0.06326133826614426,0.06380851965810785,0.06436043391668346,0.06491712197898389,0.06547862513620907,0.0660449850367088,0.06661624368907186,0.06719244346524195,0.06777362710366053,0.06835983771243687,0.06895111877254549,0.06954751414105131,0.07014906805436259,0.07075582513151214,0.07136783037746681,0.07198512918646566,0.07260776734538694,0.07323579103714434,0.07386924684411239
50,Wyoming,0.06536754448276746,0.06498641466923204,0.06460750705841074,0.06423080869360293,0.06385630669365285,0.06348398825250919,0.06311384063878717,0.0627458511953332,0.06238000733879208,0.06201629655917667,0.06165470641944015,0.061295224555050744,0.06093783867356888,0.06058253655422689,0.06022930604751109,0.05987813507474635,0.05952901162768305,0.05918192376808649,0.058836859627328604,0.05849380740598219,0.05815275537341737,0.05781369186740048,0.0574766052936953,0.05714148412566656,0.05680831690388582,0.05647709223573957,0.05614779879503973,0.05582042532163627,0.055494960621032256,0.055171393564000984,0.054849713086205454,0.05452990818782001,0.054211967933154234,0.05389588145027895,0.053581637930654506,0.05326922662876115,0.052958636861731606,0.05264985800898576,0.05234287951186749,0.05203769087328363,0.05173428165734502,0.051432641489009626,0.0511327600537278,0.05083462709708956,0.05053823242447394
